#,Filename,Category,DateHint,FoundInHTML,MsgID,GregDate,HijriDate,Duration,PossibleSeries,LessonNum,TitleHint,TextSnippet
319,AUDIO-2026-02-19-16-46-55.m4a,AUDIO-2025/2026,19/02/2026,YES,6455,19/02/2026,,9:16,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثالث : ( فضل الصيام والحكمة من مشروعيته ) بجامع الورود بحي الورود بجدة - ٢/ ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 9:16 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6455 ╰─═┅┅┅┅┅┅┅
320,AUDIO-2026-02-20-19-13-30.m4a,AUDIO-2025/2026,20/02/2026,YES,6457,20/02/2026,,9:48,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الرابع : ( مفطرات الصيام ) بجامع الورود بحي الورود بجدة - ٣/ ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 9:48 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6457 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط القناة
321,AUDIO-2026-02-21-23-01-03.m4a,AUDIO-2025/2026,21/02/2026,YES,6460,22/02/2026,,11:29,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الخامس : ( مفطرات الصيام ) بجامع الورود بحي الورود بجدة - ٤/ ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 11:29 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6460 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط القنا
322,AUDIO-2026-02-23-16-47-33.m4a,AUDIO-2025/2026,23/02/2026,YES,6464,23/02/2026,,8:37,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس السادس : ( مستحبات الصيام و مكروهاته) بجامع الورود بحي الورود بجدة - ٦/ ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 8:37 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6464 ╰─═┅┅┅┅┅┅┅═─╯ 📌 
323,AUDIO-2026-02-24-16-39-47.m4a,AUDIO-2025/2026,24/02/2026,YES,6474,24/02/2026,,11:26,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس السابع : ( الصلاة عمود الدين) بجامع الورود بحي الورود بجدة - ٧/ ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 11:26 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6474 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط ال
324,AUDIO-2026-02-25-16-43-26.m4a,AUDIO-2025/2026,25/02/2026,YES,6476,25/02/2026,,11:03,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثامن : ( حقوق ولي الأمر) بجامع الورود بحي الورود بجدة - ٨/ ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 11:03 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6476 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط القنا
325,AUDIO-2026-02-26-17-36-14.m4a,AUDIO-2025/2026,26/02/2026,YES,6481,27/02/2026,,11:31,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس التاسع : ( أحكام صلاة التراويح ) بجامع الورود بحي الورود بجدة - ٩/ ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 11:31 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6481 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط
326,AUDIO-2026-02-27-19-07-19.m4a,AUDIO-2025/2026,27/02/2026,YES,6483,27/02/2026,,8:38,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس العاشر : ( فضل قراءة القرآن الكريم وتدبره ) بجامع الورود بحي الورود بجدة - ١٠ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 8:38 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6483 ╰─═┅┅┅┅┅
327,AUDIO-2026-02-28-16-47-11.m4a,AUDIO-2025/2026,28/02/2026,YES,6484,28/02/2026,,9:19,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الحادي عشر ( أحكام قراءة القرآن الكريم ) بجامع الورود بحي الورود بجدة - ١١ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 9:19 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6484 ╰─═┅┅┅┅┅┅┅═
328,AUDIO-2026-03-01-20-00-52.m4a,AUDIO-2025/2026,01/03/2026,YES,6488,02/03/2026,,10:50,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثاني عشر (فضل الإنفاق في وجوه الخير في رمضان ) بجامع الورود بحي الورود بجدة - ١٢ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 10:50 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6488 ╰─
329,AUDIO-2026-03-02-16-55-55.m4a,AUDIO-2025/2026,02/03/2026,YES,6489,02/03/2026,,14:16,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثالث عشر ( حكم الزكاة ، وشروط وجوبها ) بجامع الورود بحي الورود بجدة - ١٣ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 14:16 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6489 ╰─═┅┅┅┅┅┅┅
330,AUDIO-2026-03-03-16-43-58.m4a,AUDIO-2025/2026,03/03/2026,YES,6490,04/03/2026,,8:24,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الرابع عشر ( في الأموال التي تجب فيها الزكاة ) بجامع الورود بحي الورود بجدة - ١٤ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 8:24 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6490 ╰─═┅┅
331,AUDIO-2026-03-04-17-17-37.m4a,AUDIO-2025/2026,04/03/2026,YES,6493,05/03/2026,,12:38,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الخامس عشر ( بقية الأموال التي تجب فيها الزكاة) بجامع الورود بحي الورود بجدة - ١٥ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 12:38 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6493 ╰─═
332,AUDIO-2026-03-05-17-27-56.m4a,AUDIO-2025/2026,05/03/2026,YES,6497,05/03/2026,,10:57,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس السادس عشر ( أهل الزكاة ) بجامع الورود بحي الورود بجدة - ١٦ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 10:57 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6497 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط القن
333,AUDIO-2026-03-08-20-15-05.m4a,AUDIO-2025/2026,08/03/2026,YES,6501,09/03/2026,,9:36,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس السابع عشر ( مسائل معاصرة في الزكاة ) بجامع الورود بحي الورود بجدة - ١٧ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 9:36 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6501 ╰─═┅┅┅┅┅┅┅═─╯ 
334,AUDIO-2026-03-08-20-28-21.m4a,AUDIO-2025/2026,08/03/2026,YES,6502,09/03/2026,,12:42,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثامن عشر ( الاعتكاف ) بجامع الورود بحي الورود بجدة - ١٨ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 12:42 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6502 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط القناة
335,AUDIO-2026-03-08-20-29-13.m4a,AUDIO-2025/2026,08/03/2026,YES,6503,09/03/2026,,5:40,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس التاسع عشر ( العشر الأواخر من رمضان ) بجامع الورود بحي الورود بجدة - ١٩ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 5:40 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6503 ╰─═┅┅┅┅┅┅┅═─╯ 
336,AUDIO-2026-03-09-17-37-22.m4a,AUDIO-2025/2026,09/03/2026,YES,6507,10/03/2026,,5:23,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس العشرون ( ليلة القدر ) بجامع الورود بحي الورود بجدة - ٢٠ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 5:23 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6507 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط القناة ع
337,AUDIO-2026-03-10-16-46-27.m4a,AUDIO-2025/2026,10/03/2026,YES,6509,10/03/2026,,8:21,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الحادي والعشرون ( أقسام التوحيد وفضائله ) بجامع الورود بحي الورود بجدة - ٢١ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 8:21 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6509 ╰─═┅┅┅┅┅┅┅
338,AUDIO-2026-03-11-20-00-45.m4a,AUDIO-2025/2026,11/03/2026,YES,6512,12/03/2026,,6:14,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثاني والعشرون ( فضل قيام الليل ) بجامع الورود بحي الورود بجدة - ٢٢ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 6:14 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6512 ╰─═┅┅┅┅┅┅┅═─╯ 📌 ر
339,AUDIO-2026-03-12-19-01-09.m4a,AUDIO-2025/2026,12/03/2026,YES,6514,12/03/2026,,8:10,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثالث والعشرون ( أعظم الكبائر ) بجامع الورود بحي الورود بجدة - ٢٣ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 8:10 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6514 ╰─═┅┅┅┅┅┅┅═─╯ 📌 راب
340,AUDIO-2026-03-13-17-29-05.m4a,AUDIO-2025/2026,13/03/2026,YES,6516,13/03/2026,,7:51,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الرابع والعشرون ( صفة الجنة وأسباب دخولها ) بجامع الورود بحي الورود بجدة - ٢٤ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 7:51 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6516 ╰─═┅┅┅┅┅
341,AUDIO-2026-03-14-19-39-15.m4a,AUDIO-2025/2026,14/03/2026,YES,6517,14/03/2026,,8:46,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الخامس والعشرون ( صفة النار وأسباب دخولها ) بجامع الورود بحي الورود بجدة - ٢٥ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 8:46 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6517 ╰─═┅┅┅┅┅
342,AUDIO-2026-03-15-22-34-45.m4a,AUDIO-2025/2026,15/03/2026,YES,6521,16/03/2026,,14:18,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس السادس والعشرون ( الدعاء ) بجامع الورود بحي الورود بجدة - ٢٦ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 14:18 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6521 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط الق
343,AUDIO-2026-03-16-17-30-59.m4a,AUDIO-2025/2026,16/03/2026,YES,6522,16/03/2026,,12:47,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس السابع والعشرون ( شروط قبول العمل) بجامع الورود بحي الورود بجدة - ٢٧ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 12:47 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6522 ╰─═┅┅┅┅┅┅┅═─╯ 📌 
344,AUDIO-2026-03-17-16-50-53.m4a,AUDIO-2025/2026,17/03/2026,YES,6524,17/03/2026,,6:57,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثامن والعشرون ( زكاة الفطر ) بجامع الورود بحي الورود بجدة - ٢٨ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 6:57 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6524 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط 
345,AUDIO-2026-03-19-15-33-38.m4a,AUDIO-2025/2026,19/03/2026,YES,6540,19/03/2026,,8:07,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس التاسع والعشرون ( ختام رمضان ) بجامع الورود بحي الورود بجدة - ٢٩ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 8:07 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6540 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط 
346,AUDIO-2026-03-19-20-17-08.m4a,AUDIO-2025/2026,19/03/2026,YES,6541,19/03/2026,,6:33,,,,🔸 دروس رمضان - وزارة الشؤون الإسلامية 🔹 الدرس الثلاثون( ذكر الله تعالى ) بجامع الورود بحي الورود بجدة - ٣٠ / ٩ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 6:33 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6541 ╰─═┅┅┅┅┅┅┅═─╯ 📌 رابط القن
347,AUDIO-2026-03-21-00-33-34.m4a,AUDIO-2025/2026,21/03/2026,YES,6545,21/03/2026,,12:20,خطبة عيد,,#جديد_الخطب,🔸[ #جديد_الخطب ]🔸 ❒ [خطبة عيد الفطر لعام١٤٤٧هـ] ❒ لفضيلة الشيخ: حسن بن محمد منصور الدغريري – حفظه الله – 🗓 التاريخ: الجمعة ١ / ١٠/ ١٤٤٧ه‍ ⏱️ مدة الصوتية:12:20 دقيقة 🔗 للاستماع عبر تيليجرام: ╭─═━─━─━─━─━─━═─╮ 📥 https://t.me/daririhasan/6545 ╰─═━─━─━─━─━─━═─╯ 🔗 رابط القناة على واتساب: ╭─═━─━─━─━─━─━═─
348,AUDIO-2026-03-29-23-52-32.m4a,AUDIO-2025/2026,29/03/2026,YES,6577,31/03/2026,,42:01,تأسيس الأحكام,,,‏‌‏‌🔸 تأسيس الأحكام شرح عمدة الأحكام 🔸 للعلامة أحمد النجمي رحمه الله 🔹 الدرس السابع والعشرون من كتاب الصلاة - باب الوتر - بجامع الورود بحي الورود بجدة - ١٠/ ١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 42:01 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https:
349,AUDIO-2026-03-29-23-55-49.m4a,AUDIO-2025/2026,29/03/2026,YES,6576,31/03/2026,,10:53,التعليق على كتاب التوحيد,,,🔸 الملخص شرح كتاب التوحيد 🔸 للعلامة صالح الفوزان حفظه الله 🔹 الدرس السابع والثلاثون بجامع الورود - باب ( ما جاء ان سبب كفر بني آدم وتركهم دينهم هو الغلو في الصالحين ) بحي الورورد بجدة ١٠ /١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 10:53 دقيقة --- 📌 للاستماع عبر
350,AUDIO-2026-03-30-20-59-55.m4a,AUDIO-2025/2026,30/03/2026,YES,6580,31/03/2026,,43:14,تأسيس الأحكام,,,‏‌‏‌🔸 تأسيس الأحكام شرح عمدة الأحكام 🔸 للعلامة أحمد النجمي رحمه الله 🔹 الدرس الثامن والعشرون من كتاب الصلاة - باب الذكر عقب الصلاة - بجامع الورود بحي الورود بجدة - ١١/ ١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 43:14 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅
351,AUDIO-2026-03-30-21-01-25.m4a,AUDIO-2025/2026,30/03/2026,YES,6579,31/03/2026,,10:23,,,,🔸 الملخص الفقهي 🔸 للعلامة صالح الفوزان حفظه الله 🔹 الدرس السادس و الثلاثون بجامع الورود من كتاب الصلاة( ١٥) باب في صلاة التراويح و أحكامها بحي الورورد بجدة - ١١ / ١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية :10:23 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ 
352,AUDIO-2026-03-31-21-51-26.m4a,AUDIO-2025/2026,31/03/2026,YES,6585,01/04/2026,,14:51,التعليق على كتاب التوحيد,,,🔸 الملخص شرح كتاب التوحيد 🔸 للعلامة صالح الفوزان حفظه الله 🔹 الدرس الثامن والثلاثون بجامع الورود - باب ( باب من جاء في التغليظ عند من عبدالله عند قبر صالح فكيف لو عبده) بحي الورورد بجدة ١٢ /١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 14:51 دقيقة --- 📌 للاستماع ع
353,AUDIO-2026-04-01-17-00-50.m4a,AUDIO-2025/2026,01/04/2026,YES,6595,02/04/2026,1447/10/13,10:35,,,,🔸 الملخص الفقهي 🔸 للعلامة صالح الفوزان حفظه الله 🔹 الدرس السابع و الثلاثون بجامع الورود من كتاب الصلاة( ١٦) باب في السنن الرواتب مع الفرائض بحي الورورد بجدة - ١٤٤٧/١٠/١٣ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية :10:35 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ ht
354,AUDIO-2026-04-04-08-26-22.m4a,AUDIO-2025/2026,04/04/2026,YES,6648,05/04/2026,,36:20,السيرة النبوية,,,‏‌‏‌🔸 مختصر السيرة النبوية 🔸 للإمام محمد بن عبدالوهاب رحمه الله 🔹 الدرس الدرس السابع - اسلام حمزة بن عبد المطلب بجامع الورود بحي الورود بجدة - السبت ١٦/ ١٠ / ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 36:20 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://
355,AUDIO-2026-04-04-08-30-42.m4a,AUDIO-2025/2026,04/04/2026,YES,6649,05/04/2026,,56:37,تنبيه الأنام,,,🔸 تنبيه الانام على ما في كتاب سبل السلام من الفوائد والأحكام باب المسح علي الخفين 🔸 للعلامة أحمد النجمي رحمه الله 🔹 الدرس الثامن بجامع الورود بحي الورود بجدة - السبت ١٦ / ١٠ /١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 56:37 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅
356,AUDIO-2026-04-04-21-54-53.m4a,AUDIO-2025/2026,04/04/2026,YES,6650,05/04/2026,,44:18,الموجز الممهد,,,‏‌‏‌🔸 الشرح الموجز الممهد لتوحيد الخالق الممجد الذي ألفه شيخ الإسلام محمد 🔸 للعلامة أحمد النجمي حفظه الله 🔹 الدرس الرابع بجامع الورود بحي الورورد بجدة - ١٦ / ١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 44:18 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https
357,AUDIO-2026-04-04-22-00-41.m4a,AUDIO-2025/2026,04/04/2026,YES,6651,05/04/2026,,1:06,,,,‏‌‏‌🔸 إتمام المنة بشرح أصول السنة 🔸 للعلامة أحمد النجمي حفظه الله 🔹 الدرس الرابع و الاخير بجامع الورود بحي الورورد بجدة - ١٦ / ١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 1:06:02 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6651 ╰─═┅
358,AUDIO-2026-04-05-19-27-40.m4a,AUDIO-2025/2026,05/04/2026,YES,6664,06/04/2026,,55:13,تأسيس الأحكام,,,‏‌‏‌🔸 تأسيس الأحكام شرح عمدة الأحكام 🔸 للعلامة أحمد النجمي رحمه الله 🔹 الدرس الثامن والعشرون من كتاب الصلاة - باب الذكر عقب الصلاة - بجامع الورود بحي الورود بجدة - ١٧/ ١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 55:13 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅
359,AUDIO-2026-04-05-19-32-54.m4a,AUDIO-2025/2026,05/04/2026,YES,6666,06/04/2026,,10:58,التعليق على كتاب التوحيد,,,🔸 الملخص شرح كتاب التوحيد 🔸 للعلامة صالح الفوزان حفظه الله 🔹 الدرس التاسع والثلاثون بجامع الورود - باب ( ما جاء من التغليظ فيمن عبد الله عند قبر رجل صالح فكيف اذا عبده ) بحي الورورد بجدة ١٧ /١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 10:58 دقيقة --- 📌 للاستماع 
360,AUDIO-2026-04-05-23-17-44.m4a,AUDIO-2025/2026,05/04/2026,YES,6667,06/04/2026,,21:31,أفنان الندية,,,🔸 الأفنان الندية - كتاب النكاح 🔸 للعلامة زيد بن هادي مدخلي رحمه الله 🔹 الدرس العاشر - كتاب النكاح - باب الحث عليه عن بُعد - ١٠/١٧ / ١٤٤٧. مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية : 21:31 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/6666 ╰─═
361,AUDIO-2026-04-06-19-17-42.m4a,AUDIO-2025/2026,06/04/2026,YES,6684,08/04/2026,,51:26,تأسيس الأحكام,,,‏‌‏‌🔸 تأسيس الأحكام شرح عمدة الأحكام 🔸 للعلامة أحمد النجمي رحمه الله 🔹 الدرس التاسع والعشرون - كتاب الصلاة - باب قصر الصلاة في السفر - بجامع الورود بحي الورود بجدة - ١٨/ ١٠/ ١٤٤٧ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية: 51:26 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅
362,AUDIO-2026-04-06-19-19-46.m4a,AUDIO-2025/2026,06/04/2026,YES,6685,08/04/2026,1447/10/18,6:43,,,,🔸 الملخص الفقهي 🔸 للعلامة صالح الفوزان حفظه الله 🔹 الدرس الثامن و الثلاثون بجامع الورود من كتاب الصلاة( ١٧) باب في الضحى بحي الورورد بجدة - ١٤٤٧/١٠/١٨ مع فضيلة الشيخ حسن بن محمد منصور الدغريري حفظه الله ورعاه 🎙 مدة الصوتية 6:43 دقيقة --- 📌 للاستماع عبر التلجرام: ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasa
